Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total aerial won_Total,total att assist_Total,total attempt_Total,total attempts ibox_Total,total attempts obox_Total,total blocked scoring att_Total,total contest_Total,total dribbles attempted_Total,total duels won_Total,total effective clearance_Total,total goals_Total,total mins played,total ontarget attempt_Total,total touches in opposition box_Total,total was fouled_Total,total won tackle_Total,total assists_Total,total interception_Total,total accurate cross_Total,total won contest_Total,total big chances saved_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total aerial won_p90,total att assist_p90,total attempt_p90,total attempts ibox_p90,total attempts obox_p90,total blocked scoring att_p90,total contest_p90,total dribbles attempted_p90,total duels won_p90,total effective clearance_p90,total goals_p90,total ontarget attempt_p90,total touches in opposition box_p90,total was fouled_p90,total won tackle_p90,total assists_p90,total interception_p90,total accurate cross_p90,total won contest_p90,total big chances saved_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total aerial won_TotalPR,total att assist_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total attempts obox_TotalPR,total blocked scoring att_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total duels won_TotalPR,total effective clearance_TotalPR,total goals_TotalPR,total ontarget attempt_TotalPR,total touches in opposition box_TotalPR,total was fouled_TotalPR,total won tackle_TotalPR,total assists_TotalPR,total interception_TotalPR,total accurate cross_TotalPR,total won contest_TotalPR,total big chances saved_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total aerial won_p90PR,total att assist_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total attempts obox_p90PR,total blocked scoring att_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total duels won_p90PR,total effective clearance_p90PR,total goals_p90PR,total ontarget attempt_p90PR,total touches in opposition box_p90PR,total was fouled_p90PR,total won tackle_p90PR,total assists_p90PR,total interception_p90PR,total accurate cross_p90PR,total won contest_p90PR,total big chances saved_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Aberdeen,841zp0njrq63yv4fvw6lgf60q,eosd8dmfqtaol3dnkypyswn3d,T. Olusanya,Toyosi Olusanya,28.0,Attacker,England,Striker,5.0,32.0,0.0,35.0,3.0,5.0,1.0,1.0,0.0,0.0,4.0,4.0,17.0,1.0,0.0,357.0,0.0,13.0,8.0,5.0,0.0,0.0,2.0,1.0,0.0,76.09,0.0,66.67,25.0,0.0,32.69,23.08,100.0,0.134201474027886,0.4448855056697363,0.0,5.0,0.1591362299999998,3.0,0.0,2.0,0.20036499,9.0,1.2605042016806722,8.067226890756302,0.0,8.823529411764705,0.7563025210084033,1.2605042016806722,0.2521008403361344,0.2521008403361344,0.0,0.0,1.0084033613445378,1.0084033613445378,4.285714285714286,0.2521008403361344,0.0,0.0,3.277310924369748,2.016806722689076,1.2605042016806722,0.0,0.0,0.5042016806722689,0.2521008403361344,0.0,76.09,0.0,66.67,25.0,0.0,32.69,23.08,100.0,0.0338323043767779,0.1121560098327066,0.0,1.2605042016806722,0.0401183773109243,0.7563025210084033,0.0,0.5042016806722689,0.0505121823529411,2.26890756302521,ST,7,52,18,35,38,55,3,5,13,12,37,35,52,18,18,5,40,87,93,33,27,68,23,50,73,18,95,25,5,30,30,93,17,70,20,67,63,75,15,33,50,30,3,40,18,13,33,50,3,3,13,12,30,30,40,17,18,5,27,83,87,33,27,70,23,50,73,18,95,25,5,30,30,93,17,60,20,57,60,73,15,30,50,23,Premiership
Celtic,dvnjvad3p09dugr79gktlrtll,2r893xoeuqhgoe2w2auhqb696,K. Høgh,Kasper Høgh,25.0,Attacker,Denmark,Striker,18.0,16.0,2.0,34.0,9.0,5.0,14.0,14.0,0.0,2.0,1.0,1.0,14.0,3.0,3.0,258.0,6.0,27.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,64.15,66.67,0.0,100.0,42.86,45.16,56.25,0.0,1.7722646282897048,0.4114844140142475,0.0,1.0,0.10805102,1.0,2.0,0.0,0.03650297,10.0,6.27906976744186,5.5813953488372094,0.6976744186046512,11.86046511627907,3.13953488372093,1.744186046511628,4.883720930232558,4.883720930232558,0.0,0.6976744186046512,0.3488372093023256,0.3488372093023256,4.883720930232558,1.0465116279069768,1.0465116279069768,2.0930232558139537,9.418604651162791,1.0465116279069768,0.0,0.0,0.3488372093023256,0.0,0.3488372093023256,0.0,64.15,66.67,0.0,100.0,42.86,45.16,56.25,0.0,0.618231847077804,0.1435410746561328,0.0,0.3488372093023256,0.0376922162790697,0.3488372093023256,0.6976744186046512,0.0,0.0127335941860465,3.488372093023256,ST,55,17,58,28,83,55,85,93,13,42,8,8,40,50,93,88,87,30,15,33,63,27,23,50,20,85,27,100,80,67,97,15,80,60,20,25,42,42,47,10,23,33,67,17,60,43,93,70,93,100,13,43,7,7,57,63,100,97,93,37,15,33,63,27,27,50,20,85,27,100,80,67,97,15,97,70,20,23,57,47,50,10,23,43,Premiership
Celtic,dvnjvad3p09dugr79gktlrtll,3bvr4z5z4cyb8fadfwtgxrx0p,A. Trusty,Auston Trusty,28.0,Defender,USA,Defender,271.0,163.0,13.0,434.0,17.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,20.0,24.0,0.0,470.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,94.14,56.52,0.0,0.0,0.0,52.63,68.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.8936170212766,31.21276595744681,2.48936170212766,83.1063829787234,3.25531914893617,0.1914893617021276,0.1914893617021276,0.1914893617021276,0.0,0.0,0.0,0.1914893617021276,3.829787234042553,4.595744680851063,0.0,0.0,0.3829787234042553,0.0,0.3829787234042553,0.0,0.5744680851063829,0.0,0.0,0.3829787234042553,94.14,56.52,0.0,0.0,0.0,52.63,68.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CB,95,100,59,100,68,39,30,34,39,30,20,52,48,41,41,25,27,7,32,48,25,45,23,100,100,100,45,23,25,9,36,55,23,25,43,25,25,34,20,20,20,20,77,95,45,100,55,32,23,27,39,30,20,45,32,23,41,25,23,7,14,48,14,45,23,100,100,100,45,23,25,9,36,55,23,25,43,25,25,34,20,20,20,20,Premiership
Celtic,dvnjvad3p09dugr79gktlrtll,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,Benjamin Nygren,25.0,Attacker,Sweden,Striker,52.0,139.0,5.0,187.0,3.0,21.0,17.0,14.0,3.0,5.0,6.0,6.0,18.0,2.0,3.0,423.0,7.0,25.0,6.0,4.0,3.0,2.0,4.0,4.0,0.0,87.38,62.5,33.33,66.67,41.18,46.15,37.5,66.67,2.007961716546342,1.704354166669651,3.0,22.0,0.62686905,11.0,21.0,26.0,0.84710778,90.0,11.063829787234042,29.574468085106385,1.0638297872340423,39.78723404255319,0.6382978723404255,4.468085106382978,3.617021276595744,2.978723404255319,0.6382978723404255,1.0638297872340423,1.276595744680851,1.276595744680851,3.829787234042553,0.425531914893617,0.6382978723404255,1.4893617021276595,5.319148936170213,1.276595744680851,0.851063829787234,0.6382978723404255,0.425531914893617,0.851063829787234,0.851063829787234,0.0,87.38,62.5,33.33,66.67,41.18,46.15,37.5,66.67,0.4272258971375196,0.3626285460999257,0.6382978723404255,4.680851063829787,0.1333763936170212,2.3404255319148937,4.468085106382978,5.531914893617021,0.1802356978723404,19.148936170212764,ST,100,100,98,100,38,100,93,93,72,85,53,48,63,33,93,98,82,65,82,100,83,85,78,50,93,80,82,78,77,77,63,75,93,100,75,100,97,100,100,100,93,100,100,100,90,100,20,100,73,83,60,70,47,43,33,30,83,83,63,50,70,100,77,73,63,50,93,80,82,78,77,77,63,75,83,97,67,100,97,100,100,100,93,100,Premiership
Celtic,dvnjvad3p09dugr79gktlrtll,7kyxr0ntcthtbohvozw93v52i,Haissem Hassan,Haissem Yousry Fouad Hassan,24.0,Attacker,Egypt,Striker,26.0,71.0,9.0,92.0,3.0,6.0,10.0,7.0,3.0,0.0,18.0,20.0,17.0,2.0,0.0,284.0,5.0,21.0,4.0,0.0,1.0,1.0,5.0,9.0,0.0,78.63,75.0,15.62,50.0,50.0,48.57,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.23943661971831,22.5,2.852112676056338,29.154929577464788,0.9507042253521129,1.9014084507042253,3.1690140845070425,2.218309859154929,0.9507042253521129,0.0,5.704225352112676,6.338028169014085,5.387323943661972,0.6338028169014085,0.0,1.5845070422535212,6.654929577464789,1.267605633802817,0.0,0.3169014084507042,0.3169014084507042,1.5845070422535212,2.852112676056338,0.0,78.63,75.0,15.62,50.0,50.0,48.57,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RW,57,86,100,86,86,64,43,43,71,14,86,86,64,86,29,71,57,29,29,50,50,100,86,57,29,86,57,71,93,100,93,29,14,14,21,14,14,21,21,14,14,14,57,86,86,71,86,71,43,43,86,14,86,86,71,86,29,86,71,43,29,57,57,100,86,57,29,86,57,71,93,100,93,29,14,14,21,14,14,21,21,14,14,14,Premiership
Celtic,dvnjvad3p09dugr79gktlrtll,8byxqwq7ktyxn5rfbj4p0m0o9,L. Scales,Liam Scales,28.0,Defender,Republic of Ireland,Defender,121.0,142.0,9.0,261.0,11.0,6.0,5.0,3.0,2.0,2.0,3.0,3.0,20.0,15.0,1.0,357.0,2.0,7.0,4.0,2.0,0.0,4.0,2.0,2.0,0.0,90.62,50.0,40.0,66.67,40.0,71.43,73.33,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.504201680672267,35.79831932773109,2.26890756302521,65.7983193277311,2.773109243697479,1.512605042016807,1.2605042016806722,0.7563025210084033,0.5042016806722689,0.5042016806722689,0.7563025210084033,0.7563025210084033,5.042016806722689,3.7815126050420167,0.2521008403361344,0.5042016806722689,1.7647058823529411,1.0084033613445378,0.5042016806722689,0.0,1.0084033613445378,0.5042016806722689,0.5042016806722689,0.0,90.62,50.0,40.0,66.67,40.0,71.43,73.33,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CB,20,95,25,59,39,98,84,73,95,93,84,82,48,14,91,86,61,75,32,48,45,98,77,45,73,80,95,57,82,82,52,55,23,25,43,25,25,34,20,20,20,20,27,100,41,73,45,100,95,82,100,100,91,86,55,9,100,95,73,86,41,48,59,100,82,45,73,80,95,57,82,82,52,55,23,25,43,25,25,34,20,20,20,20,Premiership
Celtic,dvnjvad3p09dugr79gktlrtll,8i5ee4fmkqhl1rcuo31qomxud,K. Tierney,Kieran Tierney,29.0,Defender,Scotland,Defender,95.0,88.0,8.0,175.0,0.0,10.0,6.0,5.0,1.0,2.0,1.0,1.0,7.0,9.0,0.0,246.0,4.0,8.0,1.0,3.0,2.0,3.0,8.0,1.0,0.0,88.38,44.44,40.0,100.0,66.67,58.33,0.0,60.0,0.6385880564538238,1.1908527488495513,1.0,6.0,0.1643491299999999,3.0,17.0,20.0,1.60108654,84.0,34.75609756097561,32.19512195121951,2.926829268292683,64.02439024390243,0.0,3.658536585365854,2.1951219512195124,1.829268292682927,0.3658536585365853,0.7317073170731707,0.3658536585365853,0.3658536585365853,2.5609756097560976,3.292682926829268,0.0,1.4634146341463414,2.926829268292683,0.3658536585365853,1.0975609756097562,0.7317073170731707,1.0975609756097562,2.926829268292683,0.3658536585365853,0.0,88.38,44.44,40.0,100.0,66.67,58.33,0.0,60.0,0.2336297767513989,0.4356778349449577,0.3658536585365853,2.1951219512195124,0.0601277304878048,1.0975609756097562,6.219512195121951,7.317073170731708,0.5857633682926829,30.73170731707317,LB/LCB,86,93,79,86,7,93,93,89,68,96,21,14,11,29,46,100,82,25,57,100,61,93,39,54,93,79,93,96,93,79,7,57,100,93,89,82,86,75,89,86,100,93,93,100,79,93,7,100,100,100,71,100,29,14,14,29,46,100,93,29,71,100,71,100,43,54,93,79,93,96,93,79,7,57,100,100,93,93,93,86,93,100,100,93,Premiership
Celtic,dvnjvad3p09dugr79gktlrtll,bw54pvr1y4oqojpg8h1oj302c,C. Donovan,Colby Donovan,20.0,Defender,Scotland,Defender,118.0,123.0,12.0,237.0,10.0,2.0,2.0,0.0,2.0,1.0,6.0,7.0,29.0,11.0,0.0,409.0,0.0,5.0,1.0,10.0,0.0,8.0,4.0,5.0,0.0,88.1,63.16,30.77,83.33,0.0,67.44,71.43,76.92,0.1519470702866031,0.223694323300477,2.0,12.0,0.31277957,3.0,25.0,32.0,0.8280531199999999,124.0,25.965770171149146,27.06601466992665,2.640586797066015,52.15158924205379,2.2004889975550124,0.4400977995110025,0.4400977995110025,0.0,0.4400977995110025,0.2200488997555012,1.3202933985330074,1.5403422982885089,6.381418092909536,2.4205378973105134,0.0,0.0,1.1002444987775062,0.2200488997555012,2.2004889975550124,0.0,1.76039119804401,0.880195599022005,1.1002444987775062,0.0,88.1,63.16,30.77,83.33,0.0,67.44,71.43,76.92,0.0334357856376388,0.0492236897238213,0.4400977995110025,2.640586797066015,0.0688268002444987,0.6601466992665037,5.501222493887531,7.04156479217604,0.18221217799511,27.28606356968216,RB/RCB,85,100,77,100,88,46,46,12,81,50,77,73,77,35,54,38,35,15,100,46,69,77,96,38,92,92,85,85,38,92,100,77,62,62,81,85,85,77,100,100,92,92,92,100,85,100,92,46,46,12,77,46,77,77,85,31,54,38,31,15,92,46,69,54,92,38,92,92,85,85,38,92,100,77,62,62,85,85,92,77,100,100,92,92,Premiership
Celtic,dvnjvad3p09dugr79gktlrtll,c4dvhy1z0op9iwj9aqdgzh0q1,C. Carter-Vickers,Cameron Carter-Vickers,28.0,Defender,USA,Defender,270.0,123.0,13.0,393.0,25.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,37.0,31.0,0.0,450.0,0.0,1.0,5.0,5.0,0.0,6.0,0.0,0.0,0.0,91.18,52.0,0.0,0.0,0.0,75.51,86.21,71.43,0.1153809490197148,0.1499338414956103,2.0,3.0,0.0562173,1.0,21.0,25.0,0.54076227,268.0,54.0,24.6,2.6,78.6,5.0,0.4,0.4,0.0,0.4,0.0,0.0,0.0,7.4,6.2,0.0,0.0,0.2,1.0,1.0,0.0,1.2,0.0,0.0,0.0,91.18,52.0,0.0,0.0,0.0,75.51,86.21,71.43,0.0230761898039429,0.029986768299122,0.4,0.6,0.01124346,0.2,4.2,5.0,0.108152454,53.6,CB,91,91,59,95,82,57,48,11,95,30,20,18,77,64,41,25,14,86,84,48,73,45,23,45,82,91,45,23,25,95,95,64,50,77,98,80,77,75,98,93,82,100,82,91,64,91,84,59,45,11,91,30,20,18,86,45,41,25,9,80,91,48,73,45,23,45,82,91,45,23,25,95,95,64,50,73,95,77,77,73,91,91,77,100,Premiership
Celtic,dvnjvad3p09dugr79gktlrtll,clj0vy9st6zmjavz5yf8dbac4,C. Durán,Camilo Durán,24.0,Attacker,Colombia,Striker,20.0,60.0,1.0,80.0,2.0,7.0,20.0,18.0,2.0,4.0,10.0,10.0,14.0,1.0,3.0,387.0,10.0,29.0,6.0,2.0,3.0,0.0,0.0,3.0,0.0,80.0,50.0,0.0,30.0,50.0,46.67,40.0,66.67,2.237231512908319,0.6462813932409817,7.0,9.0,0.26417783,4.0,5.0,13.0,0.57814099,31.0,4.651162790697675,13.953488372093023,0.2325581395348837,18.6046511627907,0.4651162790697674,1.627906976744186,4.651162790697675,4.186046511627907,0.4651162790697674,0.9302325581395348,2.3255813953488373,2.3255813953488373,3.255813953488372,0.2325581395348837,0.6976744186046512,2.3255813953488373,6.744186046511628,1.3953488372093024,0.4651162790697674,0.6976744186046512,0.0,0.0,0.6976744186046512,0.0,80.0,50.0,0.0,30.0,50.0,46.67,40.0,66.67,0.5202863983507718,0.1502979984281352,1.627906976744186,2.0930232558139537,0.0614367046511627,0.9302325581395348,1.162790697674419,3.0232558139534884,0.1344513930232558,7.209302325581396,RW,43,57,36,57,57,86,100,100,43,86,50,50,43,50,100,100,100,71,57,100,21,29,29,57,57,36,29,29,93,86,71,64,100,100,86,64,71,79,71,86,71,57,29,43,29,29,43,57,100,100,43,57,14,14,14,29,100,100,86,57,57,86,21,29,29,57,57,36,29,29,93,86,71,64,100,57,57,57,57,57,57,57,57,57,Premiership
Celtic,dvnjvad3p09dugr79gktlrtll,cx59kxpqiabi3c5vl9mxvlyhh,C. McGregor,Callum McGregor,33.0,Midfielder,Scotland,Midfielder,161.0,195.0,3.0,356.0,3.0,3.0,9.0,3.0,6.0,4.0,5.0,5.0,17.0,6.0,0.0,450.0,1.0,8.0,3.0,6.0,0.0,7.0,0.0,2.0,0.0,93.19,37.5,0.0,40.0,11.11,53.12,37.5,66.67,0.8006182071165774,0.1525379008495982,5.0,12.0,0.23954562,4.0,34.0,24.0,0.5942472099999998,205.0,32.2,39.0,0.6,71.2,0.6,0.6,1.8,0.6,1.2,0.8,1.0,1.0,3.4,1.2,0.0,0.2,1.6,0.6,1.2,0.0,1.4,0.0,0.4,0.0,93.19,37.5,0.0,40.0,11.11,53.12,37.5,66.67,0.1601236414233154,0.0305075801699196,1.0,2.4,0.047909124,0.8,6.8,4.8,0.1188494419999999,41.0,DM/CM,96,100,21,100,40,46,96,77,96,100,54,46,37,58,42,65,87,31,48,48,81,29,60,52,96,27,29,44,54,73,35,58,96,42,98,88,85,77,96,81,81,100,88,96,12,96,31,35,92,69,96,96,46,31,12,38,42,67,73,21,38,48,65,29,46,52,96,27,29,44,54,73,35,58,88,42,100,85,85,73,92,77,73,100,Premiership
Celtic,dvnjvad3p09dugr79gktlrtll,jko3tgda9h65vcc014uof42y,M. Baur,Mika Baur,22.0,Midfielder,Germany,Midfielder,46.0,124.0,8.0,166.0,2.0,8.0,3.0,2.0,1.0,0.0,3.0,3.0,16.0,4.0,1.0,280.0,3.0,7.0,2.0,5.0,0.0,3.0,4.0,1.0,0.0,90.22,72.73,28.57,33.33,100.0,55.17,50.0,45.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.785714285714285,39.85714285714285,2.571428571428571,53.35714285714285,0.6428571428571428,2.571428571428571,0.9642857142857144,0.6428571428571428,0.3214285714285714,0.0,0.9642857142857144,0.9642857142857144,5.142857142857142,1.2857142857142856,0.3214285714285714,0.9642857142857144,2.25,0.6428571428571428,1.6071428571428572,0.0,0.9642857142857144,1.2857142857142856,0.3214285714285714,0.0,90.22,72.73,28.57,33.33,100.0,55.17,50.0,45.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CM/AM,81,100,73,92,35,69,31,42,35,23,27,27,69,69,69,69,54,35,81,38,81,73,35,54,100,100,77,42,100,92,65,46,19,15,23,15,15,15,15,15,15,15,85,100,69,92,31,69,23,38,23,23,23,23,54,62,77,69,54,38,85,38,85,77,31,54,100,100,77,42,100,92,65,46,19,15,23,15,15,15,15,15,15,15,Premiership
Celtic,dvnjvad3p09dugr79gktlrtll,mvn1u3p4yeecbjobvsuontp0,Yang Hyun-Jun,Hyun-Jun Yang,24.0,Attacker,Korea Republic,Striker,50.0,135.0,5.0,184.0,3.0,8.0,14.0,11.0,3.0,4.0,25.0,27.0,35.0,4.0,2.0,377.0,5.0,27.0,5.0,10.0,0.0,2.0,1.0,13.0,0.0,85.98,83.33,20.0,52.0,35.71,46.05,30.0,71.43,1.9818745029635887,0.6348588309937628,7.0,22.0,0.6746094300000001,12.0,14.0,17.0,0.7463504999999998,61.0,11.93633952254642,32.22811671087533,1.1936339522546418,43.92572944297082,0.7161803713527851,1.909814323607427,3.342175066312997,2.625994694960212,0.7161803713527851,0.9549071618037136,5.968169761273209,6.445623342175066,8.355437665782492,0.9549071618037136,0.4774535809018567,1.1936339522546418,6.445623342175066,1.1936339522546418,2.3872679045092835,0.0,0.4774535809018567,0.2387267904509283,3.103448275862069,0.0,85.98,83.33,20.0,52.0,35.71,46.05,30.0,71.43,0.4731265391690264,0.1515578111125693,1.6710875331564985,5.251989389920424,0.1610473440318302,2.8647214854111405,3.342175066312997,4.058355437665782,0.1781738594164455,14.562334217506631,RW,100,100,57,100,86,100,86,71,71,86,100,100,100,100,86,71,86,43,100,21,79,57,100,57,100,100,79,86,57,71,57,86,86,86,86,100,100,100,100,100,100,100,86,100,57,100,71,86,57,71,57,71,100,100,100,100,86,57,57,29,100,21,71,57,100,57,100,100,79,86,57,71,57,86,71,71,71,86,86,100,86,86,71,86,Premiership
Dundee,g7em7tpuicehjy3wmsbimsee,19n65zzzqrvxdjkxv7hv61kyy,F. Robertson,Finlay Robertson,23.0,Midfielder,Scotland,Midfielder,31.0,40.0,3.0,65.0,3.0,5.0,0.0,0.0,0.0,0.0,3.0,3.0,14.0,2.0,0.0,230.0,0.0,5.0,1.0,6.0,0.0,0.0,6.0,2.0,0.0,69.89,30.0,33.33,66.67,0.0,51.85,33.33,75.0,0.0,0.5343969084945022,0.0,1.0,0.02756312,1.0,3.0,3.0,0.13050823,22.0,12.130434782608695,15.65217391304348,1.173913043478261,25.434782608695656,1.173913043478261,1.956521739130435,0.0,0.0,0.0,0.0,1.173913043478261,1.173913043478261,5.478260869565218,0.782608695652174,0.0,0.0,1.956521739130435,0.391304347826087,2.347826086956522,0.0,0.0,2.347826086956522,0.782608695652174,0.0,69.89,30.0,33.33,66.67,0.0,51.85,33.33,75.0,0.0,0.2091118337587182,0.0,0.391304347826087,0.0107855686956521,0.391304347826087,1.173913043478261,1.173913043478261,0.0510684378260869,8.608695652173914,DM/CM,4,12,21,4,40,81,4,19,6,15,29,23,19,10,42,27,67,6,48,48,6,100,60,52,8,21,77,87,27,65,29,77,15,92,23,27,27,40,27,27,31,27,8,31,31,12,65,92,4,19,6,15,54,50,69,15,42,27,88,4,77,48,6,100,85,52,8,21,77,87,27,65,29,77,15,100,23,31,35,46,31,27,31,27,Premiership
Dundee,g7em7tpuicehjy3wmsbimsee,23s9kwgzvgh27d393ymk0006h,R. Astley,Ryan Astley,24.0,Defender,Wales,Defender,120.0,59.0,20.0,179.0,27.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,38.0,54.0,0.0,540.0,0.0,8.0,5.0,3.0,0.0,11.0,0.0,0.0,2.0,77.83,37.04,0.0,0.0,0.0,64.41,65.85,50.0,0.2436537548224184,0.3375658838029886,0.0,0.0,0.0,0.0,15.0,24.0,0.30820886,91.0,20.0,9.833333333333334,3.333333333333333,29.83333333333333,4.5,0.5,0.3333333333333333,0.3333333333333333,0.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,6.333333333333333,9.0,0.0,0.0,1.3333333333333333,0.8333333333333334,0.5,0.0,1.8333333333333333,0.0,0.0,0.3333333333333333,77.83,37.04,0.0,0.0,0.0,64.41,65.85,50.0,0.0406089591370697,0.0562609806338314,0.0,0.0,0.0,0.0,2.5,4.0,0.0513681433333333,15.166666666666666,RB/RCB,92,31,100,77,100,62,46,65,23,50,12,8,100,100,54,38,77,77,19,46,96,15,12,100,46,62,15,12,38,69,85,31,69,77,31,23,23,27,77,92,38,77,85,8,100,54,100,54,31,46,23,23,8,8,77,100,54,38,54,50,8,46,85,15,12,100,46,62,15,12,38,69,85,31,69,77,31,23,23,27,62,69,38,77,Premiership
Dundee,g7em7tpuicehjy3wmsbimsee,2ezi9zjj3pmt475woji11gi51,D. Wright,Drey Wright,31.0,Midfielder,England,Midfielder,53.0,47.0,8.0,98.0,11.0,2.0,2.0,1.0,1.0,1.0,5.0,6.0,25.0,20.0,1.0,457.0,1.0,2.0,7.0,5.0,0.0,7.0,2.0,0.0,0.0,67.59,27.59,33.33,0.0,50.0,59.52,91.67,71.43,0.1206359111976146,0.240418820502576,1.0,5.0,0.1207144499999998,3.0,8.0,10.0,0.5307190799999999,45.0,10.437636761487964,9.25601750547046,1.5754923413566742,19.299781181619256,2.166301969365427,0.3938730853391685,0.3938730853391685,0.1969365426695842,0.1969365426695842,0.1969365426695842,0.9846827133479212,1.1816192560175056,4.923413566739606,3.938730853391685,0.1969365426695842,0.1969365426695842,0.3938730853391685,1.3785557986870898,0.9846827133479212,0.0,1.3785557986870898,0.3938730853391685,0.0,0.0,67.59,27.59,33.33,0.0,50.0,59.52,91.67,71.43,0.0237576192730532,0.0473472513024766,0.1969365426695842,0.9846827133479212,0.0237730864332603,0.5908096280087528,1.5754923413566742,1.9693654266958425,0.1045179807439824,8.862144420131292,DM/CM,15,19,54,15,98,21,33,50,27,44,54,65,67,100,92,65,38,79,35,48,81,75,6,52,4,12,77,6,87,85,100,69,46,50,52,60,58,63,40,50,73,42,4,4,46,4,88,15,15,50,15,38,42,54,38,100,85,62,35,58,27,48,58,73,6,52,4,12,77,6,87,85,100,69,38,58,46,54,58,62,35,35,69,31,Premiership
